1|121692
2|81640
3|88504
4|24246
5|33551
6|16057
7|107955
8|110059
9|17118
10|106573
11|87301
12|89479
13|83961
14|90618
15|30112
16|4432
17|8096
18|84989
19|60642
20|128402
21|67693
22|52868
23|79482
24|37903
25|77748
26|73026
27|50840
28|48647
29|115662
30|40547
31|10065
32|50231
33|87699
34|83440
35|7600
36|124328
37|106309
38|11086
39|44048
40|96644
41|42474
42|37537
43|36138
44|62507
45|63978
46|18639
47|8010
48|75494
49|92241
50|38374
51|31340
52|120070
53|101874
54|91090
55|1316
56|4252
57|54811
58|111457
59|122116
60|30579
61|27946
62|61591
63|40495
64|51139
65|45619
66|120660
67|83588
68|108456
69|122369
70|11647
71|20327
72|96897
73|76257
74|30503
75|115392
76|61663
77|34548
78|126233
79|62276
80|92578
81|38243
82|96438
83|109925
84|54038
85|130076
86|95253
87|116238
88|74105
89|69484
90|117825
91|73730
92|30125
93|91993
94|53560
95|78832
96|4560
97|2551
98|26900
99|30049
100|57946
101|4319
102|72070
103|13583
104|75089
105|56111
106|58359
107|55122
108|67349
109|121289
110|121358
111|88873
112|47361
113|15657
114|7956
115|98278
116|63123
117|120068
118|52637
119|15456
120|109850
121|62874
122|55433
123|128478
124|30022
125|56339
126|17861
127|5019
128|41699
129|106665
130|80369
131|80588
132|65111
133|110927
134|86818
135|127320
136|23586
137|94965
138|100183
139|34595
140|95288
141|80128
142|42188
143|130631
144|70256
145|4710
146|129777
147|109037
148|43269
149|121610
150|73955
151|32194
152|45824
153|75402
154|13861
155|102948
156|87945
157|19145
158|51190
159|114970
160|49750
161|124066
162|121134
163|71283
164|106836
165|110662
166|114961
167|92075
168|118193
169|48203
170|18480
171|42794
172|41307
173|90378
174|121306
175|91376
176|83350
177|88553
178|124809
179|101083
180|83427
181|20731
182|100483
183|105325
184|39484
185|127225
186|14990
187|14200
188|102699
189|24473
190|34364
191|87928
192|5895
193|92819
194|41968
195|20922
196|122905
197|37893
198|96125
199|77637
200|57785
201|88430
202|120571
203|69475
204|33451
205|128426
206|45380
207|10965
208|87063
209|93509
210|11537
211|17819
212|24992
213|35891
214|537
215|45868
216|114521
217|55415
218|108579
219|81822
220|122887
221|3482
222|9904
223|55809
224|41972
225|57598
226|45479
227|24716
228|90076
229|73831
230|95269
231|7239
232|1788
233|47356
234|108629
235|78865
236|87310
237|5322
238|87086
239|110901
240|116488
241|52861
242|36573
243|114679
244|58010
245|54040
246|10884
247|41666
248|43614
249|58368
250|118548
251|101322
252|115002
253|99371
254|94672
255|106376
256|89831
257|111878
258|19495
259|44782
260|110408
261|59678
262|81473
263|10382
264|89612
265|22246
266|108608
267|59320
268|18600
269|68708
270|57702
271|37282
272|7190
273|57987
274|50141
275|94946
276|113960
277|80987
278|94853
279|62270
280|79038
